UMAP_1	UMAP_2	region_id	flag	Start	End	leiden_cluster
-0.050656583	0.39459714	0	False	924508	925162	1
0.26836964	1.8833013	1	False	1019671	1019869	1
1.0467589	1.617168	2	False	1231879	1231954	1
2.056039	2.4541755	3	False	1231974	1232092	1
-0.50675786	1.9953486	4	False	1232584	1232739	1
1.9160585	2.03419	5	False	1273809	1273988	1
2.467401	0.9585298	6	False	1375102	1375592	3
1.6984998	4.3777094	7	False	1375607	1375634	1
2.6233015	4.5522666	8	False	1407253	1407264	1
2.1526005	2.6349742	9	False	1407278	1407346	1
1.8106953	4.431537	10	False	1574916	1574946	1
0.57391715	7.1165004	11	False	1599601	1599617	4
4.025578	4.4496026	12	False	1599704	1599715	6
2.513933	6.995325	13	False	1659302	1659326	7
3.1030695	6.594885	14	False	1659375	1659413	7
1.6997232	-0.15454589	15	False	1692515	1693334	3
1.306103	0.38194984	16	False	1745977	1746358	3
1.1774496	1.6847049	17	False	1891012	1891280	1
2.6294124	0.91805935	18	False	3796433	3796691	3
0.43921047	1.7673013	19	False	5991982	5992109	1
0.45044369	1.8182093	20	False	5992124	5992218	1
2.3880885	0.44404075	21	False	6199469	6199977	3
3.031407	2.6040294	22	False	6208720	6208926	3
3.1847758	7.368888	23	False	6245317	6245383	7
1.1843753	2.1168814	24	False	6554378	6554459	1
1.9158545	2.1734936	25	False	6554514	6554636	1
0.6537541	0.20849954	26	False	6601724	6602235	1
0.6701419	0.2899365	27	False	6602403	6602909	1
-1.447792	3.983018	28	False	6701722	6701739	0
2.930255	1.1412649	29	False	6701755	6702115	3
-0.48146343	1.3582224	30	False	7680783	7680950	1
-0.28574	1.5204872	31	False	7704983	7705178	1
0.96933025	6.739472	32	False	7784405	7784422	4
2.4411905	0.38687438	33	False	7961299	7961909	3
1.6398997	1.3596269	34	False	8026128	8026478	1
0.8574415	1.9950733	35	False	8703332	8703534	1
-0.7420726	8.197404	36	False	8703557	8703571	8
0.32322538	6.9971	37	False	9129172	9129195	4
-1.1233399	4.710351	38	False	9182121	9182145	0
0.5556389	0.8549037	39	False	9182229	9182485	1
-0.021460285	7.849775	40	False	9411024	9411147	4
-0.01721165	7.636511	41	False	9411211	9411469	4
6.2657766	6.607727	42	False	9627055	9627195	5
6.0989904	7.3067727	43	False	9627211	9627253	5
-4.9122133	5.3468213	44	False	9652224	9652255	2
-4.9641204	5.5745096	45	False	9652277	9652305	2
0.5587855	0.16008179	46	False	9823105	9823384	1
0.57774544	3.3870068	47	False	9823953	9824068	1
2.59791	0.17252608	48	False	9943156	9943579	3
3.1287248	3.1891456	49	False	10398822	10398907	6
1.3887768	3.606808	50	False	10398940	10398995	1
0.16430709	7.952095	51	False	10399009	10399028	4
2.640514	1.4191536	52	False	10430298	10430588	3
1.791093	1.599692	53	False	10474821	10475037	1
3.5302262	6.844992	54	False	10793940	10794019	7
-0.5982836	1.5170588	55	False	10794045	10794532	1
2.9346433	2.3024647	56	False	10796499	10796965	3
1.960744	-0.14112599	57	False	11012389	11012781	3
1.8881689	2.5775332	58	False	11099838	11099910	1
1.5576745	3.2001252	59	False	11262842	11262948	1
1.4790196	4.7702622	60	False	11273193	11273204	1
0.8592504	0.26926985	61	False	11478779	11479297	1
0.4914419	9.454701	62	False	11859426	11859585	4
1.2968029	1.6208189	63	False	11908055	11908667	1
1.2189145	1.7316542	64	False	11909600	11909984	1
0.6629902	1.6660093	65	False	11934650	11934759	1
3.9236293	6.1271615	66	False	12229879	12230092	7
0.5596873	1.7816942	67	False	15409820	15409934	1
1.2688869	6.605576	68	False	15526846	15526887	4
-1.8918945	5.7371545	69	False	15526970	15526982	8
0.4488457	2.1982353	70	False	15834947	15835103	1
3.0399864	2.9733462	71	False	15847596	15847725	6
3.9310925	4.2837234	72	False	15847775	15847789	6
1.3830261	1.9634163	73	False	16155969	16156158	1
2.8904803	0.9627282	74	False	16440557	16440788	3
-0.6209228	3.7353594	75	False	17438548	17438586	0
-0.5435776	3.6379879	76	False	17438601	17438641	0
0.57507163	2.0425088	77	False	18902545	18902616	1
-0.19586726	1.7389306	78	False	19644090	19644361	1
-1.9525167	7.7110887	79	False	21345890	21345952	8
0.20428264	4.827369	80	False	21345997	21346049	0
-0.058394797	0.3583832	81	False	21651380	21651856	1
5.9394813	7.847468	82	False	21659176	21659196	5
-4.2675285	4.9564395	83	False	21937429	21937553	2
-4.259024	6.9769106	84	False	21937587	21937598	2
-0.6096634	1.841475	85	False	21937714	21937797	1
1.7939553	1.4849615	86	False	22052648	22052794	1
1.2308224	2.271741	87	False	22451807	22452047	1
0.7369983	3.2944634	88	False	22710767	22710866	1
-0.21678588	7.3640966	89	False	23019174	23019189	4
2.2535264	1.1111786	90	False	23019238	23019598	3
1.2011669	3.7421958	91	False	23559408	23559439	1
1.4540352	3.1512752	92	False	23559499	23559654	1
2.8226032	0.6710436	93	False	23691627	23691929	3
-3.7126102	5.9212184	94	False	23743503	23743514	2
2.0630589	2.8577974	95	False	23800821	23800940	1
1.7123333	1.0061172	96	False	25247311	25247518	3
5.0836163	8.174053	97	False	25797124	25797147	5
0.0952584	5.7616706	98	False	25859408	25859462	0
-0.14653686	6.0390215	99	False	25859480	25859515	0
0.13819642	5.3923287	100	False	25859548	25859607	0
1.5127401	6.6259594	101	False	25906456	25906506	4
5.961538	7.3750057	102	False	25998069	25998164	5
6.31348	6.5405664	103	False	25998237	25998530	5
1.5063586	0.38821512	104	False	26620630	26621059	3
-0.9742418	3.9550383	105	False	26621072	26621096	0
0.2121174	7.7808623	106	False	26692988	26693075	4
1.5949881	2.293141	107	False	26695439	26695820	1
0.008979054	0.9227772	108	False	26993621	26993845	1
1.6681383	1.2479776	109	False	27154992	27155306	1
2.576731	1.5700427	110	False	27321990	27322306	3
-0.8179681	3.14195	111	False	27322341	27322367	0
-0.19861312	6.843793	112	False	27349558	27349577	0
2.1805773	0.74647844	113	False	27830587	27830929	3
2.2324169	2.5149977	114	False	27914698	27914802	1
1.4526911	3.4770834	115	False	28259477	28259508	1
1.3004308	1.3569633	116	False	28259547	28259645	1
2.6209774	0.747345	117	False	28328820	28329202	3
-1.6272006	5.337174	118	False	28369704	28369716	0
1.6131026	1.5203896	119	False	28505950	28506183	1
6.135257	6.7276807	120	False	28518191	28518366	5
1.4575766	0.19511801	121	False	28518406	28518746	3
2.74057	2.2582166	122	False	28552891	28553075	3
3.7885163	4.0380006	123	False	28553087	28553103	6
1.6947607	1.0829452	124	False	28581642	28582144	1
2.5338037	1.2306321	125	False	28642922	28643139	3
1.2955531	1.6765287	126	False	28648451	28649206	1
3.016388	3.0619946	127	False	28668713	28668790	6
2.304183	0.5673574	128	False	28736633	28737087	3
0.021153843	0.23126273	129	False	29237093	29237710	1
-2.8775861	7.1059012	130	False	30655275	30655803	8
1.742244	2.1931453	131	False	31065611	31065776	1
0.45240325	1.2187897	132	False	31937665	31937768	1
-3.8403533	4.921455	133	False	31937781	31937805	2
0.5492408	7.3135777	134	False	32013479	32013499	4
-0.223046	3.8008475	135	False	32072917	32072964	0
1.9140458	1.3937483	136	False	32179706	32179855	3
3.3132877	3.7858799	137	False	32179878	32179916	6
-3.9310873	6.6358514	138	False	32180033	32180045	2
1.4943308	0.7475906	139	False	32291778	32292264	3
-3.92389	6.908398	140	False	32336161	32336176	2
1.6876596	1.9091071	141	False	32336210	32336444	1
-0.17350937	0.642481	142	False	32754285	32754519	1
2.305131	1.3784035	143	False	32817234	32817514	3
0.5009539	9.472536	144	False	32886614	32886845	4
-0.24784881	2.2448556	145	False	32963808	32963896	1
-0.59990466	5.550552	146	False	32964161	32964177	0
2.7219322	2.5241172	147	False	32964748	32964857	3
1.266716	1.9545305	148	False	33127145	33127241	1
2.1060653	3.4760065	149	False	33127296	33127373	1
0.724444	0.40934542	150	False	33256791	33257111	1
-0.6310599	3.568436	151	False	33349284	33349314	0
0.21446115	1.2902913	152	False	33430813	33430921	1
3.6352756	7.4303703	153	False	33633338	33633363	7
2.8940327	1.0492799	154	False	34859689	34859898	3
1.8651162	1.5102609	155	False	35191915	35192243	3
0.99721617	1.1498494	156	False	35192774	35192849	1
1.3296558	0.9788553	157	False	35192974	35193087	1
1.6813979	2.7960737	158	False	35641539	35641637	1
1.2458512	0.7687697	159	False	35769422	35769611	1
1.8222818	0.7114576	160	False	35931034	35931275	3
2.9375577	0.4959921	161	False	36088709	36089087	3
6.083583	7.242801	162	False	36149560	36149616	5
-1.2172623	5.2487803	163	False	36155836	36155861	0
0.48371837	1.8937051	164	False	36155911	36156013	1
0.45934927	1.7976847	165	False	36156117	36156217	1
-0.80978835	3.6469605	166	False	36397813	36397837	0
-1.6235042	4.5904965	167	False	36464201	36464212	0
1.982117	0.59361994	168	False	36464227	36464574	3
2.7661288	1.5386912	169	False	37514725	37514931	3
3.0742142	0.6454257	170	False	37989895	37990370	3
1.1740317	1.3779778	171	False	38991090	38991377	1
-4.2342343	6.2777505	172	False	39105306	39105327	2
0.03350917	2.6515293	173	False	39575777	39575828	1
1.3602235	3.5837252	174	False	39576699	39576725	1
2.2064571	1.719147	175	False	39576737	39577018	3
-0.5844281	1.4328269	176	False	39691298	39691507	1
0.13889512	0.52641475	177	False	39901757	39902018	1
-0.40793023	1.970301	178	False	39955224	39955283	1
0.34528363	1.7539477	179	False	40161879	40161931	1
2.6432784	-0.3169139	180	False	40257734	40258330	3
-0.5300276	6.95404	181	False	40315636	40315715	0
-5.062401	5.9933777	182	False	40316872	40316916	2
0.44001904	0.24126354	183	False	40374410	40374736	1
1.9352385	0.20358591	184	False	40691597	40691883	3
0.8419543	1.1380963	185	False	40692132	40692290	1
0.7993486	5.0130033	186	False	40783421	40783461	0
-0.387871	1.1899084	187	False	40783478	40783630	1
-0.47560453	1.3565816	188	False	40783701	40783834	1
-0.25075707	4.042129	189	False	40861174	40861278	0
-5.041465	6.4669394	190	False	41496281	41496306	2
-0.26449263	1.4212126	191	False	41496336	41496501	1
2.3250613	0.5444627	192	False	42335166	42335544	3
2.678133	0.7031022	193	False	42658162	42658506	3
0.76614267	1.0078528	194	False	42682930	42683228	1
0.029183326	2.8528726	195	False	42957918	42957970	1
0.084839836	2.6634183	196	False	42958036	42958091	1
0.23880729	2.2657928	197	False	42958117	42958200	1
-0.5095602	5.993437	198	False	43368363	43368377	0
-0.23856021	1.91509	199	False	43530647	43530896	1
-0.26302013	1.6233226	200	False	43531585	43531711	1
5.1986175	7.832416	201	False	43946437	43946470	5
0.103996456	4.862595	202	False	44031174	44031201	0
2.780963	0.22279494	203	False	44213259	44213571	3
1.3122199	1.6738366	204	False	44721659	44721913	1
-0.5165289	6.961633	205	False	44721962	44722020	0
0.018350102	8.076117	206	False	44730892	44730925	4
1.361286	1.6241639	207	False	44730998	44731210	1
-0.86474615	3.2685177	208	False	44775362	44775390	0
2.2241073	1.3367602	209	False	44775452	44775638	3
1.241832	2.5077026	210	False	44775666	44775722	1
-1.15336	4.610649	211	False	44775733	44775745	0
0.12005431	7.813493	212	False	44819500	44819512	4
1.3507842	1.6317773	213	False	44819523	44819976	1
2.0964787	0.99245286	214	False	44986443	44986803	3
-0.091956206	2.108028	215	False	45010843	45010916	1
0.3047061	4.827153	216	False	45205991	45206030	0
3.1486712	3.1083255	217	False	45206374	45206413	6
3.27938	3.1267521	218	False	45206465	45206518	6
-0.3749657	4.880872	219	False	45206541	45206570	0
-0.64010376	6.8422604	220	False	45206607	45206621	0
-0.17414585	4.642712	221	False	45206658	45206704	0
1.836334	1.1999462	222	False	45521707	45522143	3
0.047028437	6.3789697	223	False	45584643	45584680	0
-0.020202633	6.187665	224	False	45584700	45584809	0
0.015398475	2.9860697	225	False	45686107	45686151	1
2.1138852	1.9309138	226	False	45688037	45688236	3
1.5557412	0.29350877	227	False	46132500	46133000	3
2.0119476	2.7403586	228	False	46247611	46247763	1
2.2474668	0.6030848	229	False	46303131	46303598	3
1.7667114	3.6072264	230	False	46303656	46303716	1
2.9895556	0.69303995	231	False	46340649	46340911	3
0.0419175	1.4096224	232	False	46394159	46394346	1
-4.9018545	6.8815193	233	False	46533423	46533443	2
-0.35240823	2.5524082	234	False	46668416	46668531	1
-0.109707676	5.518519	235	False	48776858	48776893	0
0.122099146	2.3118014	236	False	50969268	50969340	1
-0.95867234	5.950749	237	False	50969359	50969372	0
0.628913	0.35414904	238	False	50969658	50969955	1
1.1839906	6.844871	239	False	50970065	50970184	4
0.27399766	0.50404984	240	False	50977873	50978093	1
-1.0507505	3.500599	241	False	51878626	51878644	0
0.5877744	3.5554774	242	False	51878688	51878717	1
1.7298999	1.8492523	243	False	52055086	52055297	1
-1.045691	3.282925	244	False	52366030	52366052	0
3.0265534	3.0200489	245	False	52726450	52726514	6
-0.03611901	1.5150511	246	False	52842627	52842985	1
-0.1212141	1.4364321	247	False	52843031	52843181	1
-2.211601	6.0543203	248	False	52843200	52843231	8
0.90678	0.6517969	249	False	52927245	52927456	1
1.9724072	2.1152241	250	False	53014845	53015010	1
1.8879853	3.1356916	251	False	53220255	53220312	1
2.229415	3.4699183	252	False	53220325	53220358	1
1.0232503	1.2808495	253	False	53220434	53220519	1
0.7943996	1.7957456	254	False	53220533	53220581	1
-1.8948117	4.605627	255	False	53220596	53220607	0
3.621477	4.0054016	256	False	53220620	53220641	6
1.473894	0.2473304	257	False	53838342	53838505	3
2.0521216	2.3528256	258	False	53889827	53889933	1
-0.18318218	7.0728145	259	False	53945710	53945743	4
1.2401075	1.9879333	260	False	54488173	54488620	1
-5.0549703	5.6773868	261	False	54542474	54542498	2
-0.43555164	1.9117347	262	False	54542510	54542588	1
2.6737676	0.1833733	263	False	54715667	54716006	3
-2.324699	5.663296	264	False	54887087	54887112	8
-3.4712036	5.6936755	265	False	54887150	54887179	2
-0.43784592	2.7545981	266	False	55215325	55215389	1
0.1140726	1.8935393	267	False	56579265	56579379	1
0.77287775	3.8013608	268	False	56579390	56579466	1
6.1183023	7.383348	269	False	58546827	58546869	5
0.16574356	1.0955858	270	False	58576239	58576762	1
1.5037137	4.2248964	271	False	58700096	58700117	1
3.172767	7.1561627	272	False	58781768	58782003	7
1.3173532	3.7245936	273	False	58783925	58783967	1
1.3805064	3.717381	274	False	58784016	58784059	1
-0.71034795	5.8967233	275	False	58785019	58785048	0
4.295625	8.343899	276	False	58785072	58785085	5
4.4981103	8.296158	277	False	58785109	58785131	5
-0.051213466	7.85979	278	False	58816380	58816401	4
-0.18777132	7.8020964	279	False	58816520	58816532	4
0.3456256	4.427215	280	False	58903762	58903813	0
2.8216527	2.6910543	281	False	59296679	59296858	3
3.2822657	3.6327703	282	False	59296927	59296965	6
0.42521903	0.39666706	283	False	61056855	61057357	1
0.17850383	1.5559806	284	False	61082512	61082776	1
-0.1706839	3.754813	285	False	61082901	61082982	0
2.4814079	0.22715773	286	False	61725019	61725254	3
-0.57394624	3.3176847	287	False	62436150	62436171	0
-0.31447586	3.1093163	288	False	62436187	62436212	0
1.4437994	4.387456	289	False	62436282	62436293	1
0.43477598	0.8633699	290	False	62688373	62688581	1
2.4773045	2.3407857	291	False	63367588	63367693	3
-1.1124172	3.3873155	292	False	63367722	63367743	0
2.6052067	-0.028874245	293	False	63523106	63523565	3
-1.0495601	3.9792278	294	False	63593671	63593694	0
-0.29516694	2.1693692	295	False	65002649	65002719	1
0.84745806	0.58698004	296	False	65002739	65002965	1
0.47477075	9.47508	297	False	65309857	65310027	4
-0.45217696	3.0414572	298	False	65420711	65420750	0
1.7846408	2.0775154	299	False	67430297	67430453	1
1.5595436	1.5281786	300	False	67685162	67685449	1
0.18647715	2.1527529	301	False	67685485	67685548	1
-1.174323	4.387894	302	False	67686676	67686714	0
1.7142946	2.9946055	303	False	70205647	70205722	1
-0.8453662	3.2300112	304	False	70205774	70205806	0
2.40405	1.9845185	305	False	70221323	70221500	3
-0.4194629	7.0238705	306	False	72283499	72283511	0
2.56487	2.0925753	307	False	72283558	72283908	3
2.1562815	0.16605303	308	False	74733017	74733403	3
2.029273	1.3813397	309	False	75786063	75786404	3
1.2597816	2.6188717	310	False	77682949	77683148	1
1.0690328	1.8391253	311	False	77683340	77683446	1
1.5121763	2.1595602	312	False	81801333	81801582	1
1.1623675	0.16294457	313	False	83999060	83999366	3
-1.4651523	4.737064	314	False	83999387	83999399	0
5.9646873	6.546193	315	False	85259625	85259802	5
3.2175345	3.0150454	316	False	85465145	85465214	6
-3.3883502	6.180921	317	False	85465311	85465336	2
0.7738353	2.9856737	318	False	85580463	85580842	1
1.0351466	7.321737	319	False	85708529	85708541	4
0.84245193	3.6016655	320	False	86914631	86914722	1
-0.64719194	4.7702265	321	False	86914749	86914777	0
0.2359546	1.9819914	322	False	87328845	87328995	1
2.1402128	1.0167984	323	False	88891472	88891698	3
1.3596575	0.57484955	324	False	88992519	88992715	3
1.8412322	0.07961848	325	False	89995096	89995346	3
2.7795112	0.25714138	326	False	92831882	92832290	3
0.36220357	2.4992466	327	False	92832303	92832342	1
-0.48439085	2.9119122	328	False	92832359	92832380	0
2.6632586	0.12665823	329	False	93078978	93079404	3
2.8073812	0.1171527	330	False	93345626	93346052	3
1.3063371	4.043556	331	False	93448101	93448119	1
3.4441984	7.044208	332	False	93680834	93680884	7
3.4167287	6.7387404	333	False	93680943	93681000	7
3.4412193	6.5928407	334	False	93681819	93681891	7
6.9122777	2.3902135	335	False	93847454	93847745	9
1.8773429	1.6809788	336	False	93879238	93879356	3
-3.4173744	5.9580784	337	False	93909436	93909453	2
-3.3719218	5.9569135	338	False	93909475	93909507	2
2.5182514	2.0500655	339	False	94247642	94247868	3
2.7590563	2.7550967	340	False	94418071	94418198	3
-3.4287846	6.3898077	341	False	94418415	94418439	2
-4.5327477	6.2793517	342	False	94541950	94541984	2
2.3222616	0.70189494	343	False	95072874	95073070	3
6.174334	6.6454277	344	False	95234108	95234287	5
-3.2364254	5.140976	345	False	99850016	99850032	2
-3.0754764	4.6954327	346	False	99850189	99850211	2
2.6240144	0.074111074	347	False	99969808	99970131	3
1.4698651	2.3770368	348	False	100037963	100038085	1
1.4008713	2.2379959	349	False	100038097	100038192	1
2.5206661	3.0768964	350	False	100266148	100266195	1
2.0372376	2.5367298	351	False	100896085	100896181	1
2.1243448	0.6580147	352	False	101025719	101025998	3
2.6928926	2.1770985	353	False	108746507	108746714	3
-0.15000683	2.8064065	354	False	108963358	108963393	1
1.7753295	1.0892394	355	False	109041902	109042206	3
2.3906999	0.46499658	356	False	109090575	109090891	3
3.004874	0.541414	357	False	109099947	109100371	3
1.8869938	0.9799213	358	False	109214261	109214394	3
1.7334951	2.8835168	359	False	109283152	109283246	1
2.4941087	1.4714394	360	False	109283288	109283466	3
2.308328	-0.26981145	361	False	109483790	109484314	3
0.11255748	0.38272086	362	False	109509665	109509920	1
6.1791286	6.5945015	363	False	109984647	109984902	5
-0.40719727	6.2355175	364	False	110338273	110338292	0
-0.7364126	3.3099341	365	False	110963838	110963859	0
1.5087465	3.1070206	366	False	110963873	110963913	1
0.9880052	2.8560283	367	False	111619759	111619865	1
2.1843886	1.0905844	368	False	111755657	111756029	3
-0.34428266	0.7924396	369	False	112508607	112508721	1
1.9539179	2.3957021	370	False	112619700	112619808	1
1.4087071	3.9900002	371	False	112619841	112619858	1
-0.0051263855	2.2373004	372	False	112706386	112706643	1
1.7507287	1.3034704	373	False	112956025	112956257	1
3.663521	4.514361	374	False	112956273	112956295	6
2.4276376	2.6747048	375	False	112956307	112956465	3
-0.03196561	2.607976	376	False	113811822	113811850	1
5.814478	7.0871215	377	False	113905301	113905405	5
1.8025343	4.458837	378	False	113929512	113929530	1
1.9468602	2.6359146	379	False	113929550	113929623	1
0.14831455	7.0335608	380	False	114511140	114511152	4
